period,start,end,sma,buy,sell,cagr,max_dd,sharpe,trades,final_x
2015-start,2015-01-02,2026-05-28,200,0,6,0.31944295342126483,-0.6576141562163667,0.8105615626581525,17,23.577757028579185
2015-start,2015-01-02,2026-05-28,200,0,7,0.3258160690086014,-0.6208708166726927,0.8178209147962762,15,24.909193991221635
2015-start,2015-01-02,2026-05-28,200,0,8,0.3286080271182845,-0.6350286297487211,0.8183788565227056,13,25.513792389777144
2015-start,2015-01-02,2026-05-28,200,1,0,0.41031668099352103,-0.5479920444226352,0.9838214938041008,33,50.38149469535689
2015-start,2015-01-02,2026-05-28,200,1,1,0.4019066132371243,-0.547992044422635,0.9648798028977085,23,47.06063869476087
2015-start,2015-01-02,2026-05-28,200,1,2,0.35539281848954163,-0.6718801147127206,0.8864340265203955,23,32.032976169372155
2015-start,2015-01-02,2026-05-28,200,1,3,0.38819678402919156,-0.6208708166726926,0.9329629000150274,17,42.072690793857426
2015-start,2015-01-02,2026-05-28,200,1,4,0.3539076743172289,-0.6208708166726928,0.8770537197823496,17,31.63509988646097
2015-start,2015-01-02,2026-05-28,200,1,5,0.3698048419828268,-0.6208708166726928,0.8944591337364818,13,36.13809612012567
2015-start,2015-01-02,2026-05-28,200,1,6,0.3845898309422946,-0.6208708166726927,0.9145983894491253,11,40.84312903257416
2015-start,2015-01-02,2026-05-28,200,1,7,0.3736876669845395,-0.6208708166726927,0.8927219613726489,11,37.323281286407095
2015-start,2015-01-02,2026-05-28,200,1,8,0.34551806835177556,-0.6208708166726928,0.8455172197816907,11,29.470915050512794
2015-start,2015-01-02,2026-05-28,200,2,0,0.3904441763407307,-0.5923368091564426,0.9585355079600095,27,42.85577418861633
2015-start,2015-01-02,2026-05-28,200,2,1,0.35989222584612524,-0.5923368091564427,0.9024795968996,23,33.26641684235234
2015-start,2015-01-02,2026-05-28,200,2,2,0.31477242451657617,-0.7041176620722196,0.8244401434116659,23,22.643601266510366
2015-start,2015-01-02,2026-05-28,200,2,3,0.35178086384756524,-0.6581199915960027,0.879863473303488,17,31.073166619353106
2015-start,2015-01-02,2026-05-28,200,2,4,0.3183912443928465,-0.6581199915960025,0.8239779212571186,17,23.364389375718485
2015-start,2015-01-02,2026-05-28,200,2,5,0.3402387287484949,-0.6581199915960025,0.8520199404495382,13,28.179215303603215
2015-start,2015-01-02,2026-05-28,200,2,6,0.3570408809685153,-0.6581199915960025,0.8759556059538433,11,32.479838902527106
2015-start,2015-01-02,2026-05-28,200,2,7,0.3463556355253741,-0.6581199915960027,0.8544422224646551,11,29.680736814492782
2015-start,2015-01-02,2026-05-28,200,2,8,0.3187465226380439,-0.6581199915960023,0.8075240680817068,11,23.436269351138527
2015-start,2015-01-02,2026-05-28,200,3,0,0.3766439565751083,-0.5320982412840858,0.9405956599225095,23,38.24931150742555
2015-start,2015-01-02,2026-05-28,200,3,1,0.35901075879740296,-0.532098241284086,0.9053976640232668,19,33.021417603149246
2015-start,2015-01-02,2026-05-28,200,3,2,0.35138015921056387,-0.5320982412840861,0.8922044198664983,19,30.96831992736279
2015-start,2015-01-02,2026-05-28,200,3,3,0.3438649300814638,-0.6581199915960023,0.8695917350388057,15,29.060747942921516
2015-start,2015-01-02,2026-05-28,200,3,4,0.3206602918628134,-0.6581199915960027,0.830359772194146,15,23.826945749191236
2015-start,2015-01-02,2026-05-28,200,3,5,0.31555256154746525,-0.6581199915960027,0.8147038139514272,13,22.797249222719977
2015-start,2015-01-02,2026-05-28,200,3,6,0.33600217282456857,-0.6581199915960027,0.8449227143526614,11,27.180243368819585
2015-start,2015-01-02,2026-05-28,200,3,7,0.32548258470500446,-0.6581199915960025,0.8237708096145907,11,24.837858722292953
2015-start,2015-01-02,2026-05-28,200,3,8,0.2983015061357961,-0.6581199915960025,0.7771966183269527,11,19.612274141285575
2015-start,2015-01-02,2026-05-28,200,4,0,0.3913417362152667,-0.5320982412840861,0.9709571724355175,17,43.17221906669949
2015-start,2015-01-02,2026-05-28,200,4,1,0.36694207805954604,-0.532098241284086,0.9227498830446246,15,35.28637387220642
2015-start,2015-01-02,2026-05-28,200,4,2,0.3618108226753327,-0.532098241284086,0.9137028339723992,15,33.805423868801746
2015-start,2015-01-02,2026-05-28,200,4,3,0.34561327744371306,-0.6581199915960025,0.8775056891421819,13,29.49469784144136
2015-start,2015-01-02,2026-05-28,200,4,4,0.32237845035182633,-0.6581199915960025,0.8376616820968394,13,24.18274184605043
2015-start,2015-01-02,2026-05-28,200,4,5,0.29024370897315954,-0.6581199915960025,0.7786140022275599,13,18.26852158375687
2015-start,2015-01-02,2026-05-28,200,4,6,0.3163712774283465,-0.6581199915960027,0.8188462396430128,11,22.95951760858225
2015-start,2015-01-02,2026-05-28,200,4,7,0.3060062616127701,-0.6581199915960025,0.7976441759498681,11,20.980873752887554
2015-start,2015-01-02,2026-05-28,200,4,8,0.27922457529082245,-0.6581199915960025,0.7507475456588288,11,16.566752084631755
2015-start,2015-01-02,2026-05-28,200,5,0,0.37570849053448474,-0.5320982412840858,0.9459653004213777,17,37.95404348703803
2015-start,2015-01-02,2026-05-28,200,5,1,0.3515829892164024,-0.532098241284086,0.8981326454317958,15,31.021351169753228
2015-start,2015-01-02,2026-05-28,200,5,2,0.34650938909687623,-0.532098241284086,0.8891135243134427,15,29.71940185960744
2015-start,2015-01-02,2026-05-28,200,5,3,0.33466531729202154,-0.6581199915960024,0.8601677541152498,13,26.871787885349143
2015-start,2015-01-02,2026-05-28,200,5,4,0.3116195296257982,-0.6581199915960025,0.8203969190940658,13,22.0322144972164
2015-start,2015-01-02,2026-05-28,200,5,5,0.27974623770961493,-0.6581199915960025,0.7616662501433046,13,16.643935110529846
2015-start,2015-01-02,2026-05-28,200,5,6,0.30566123128678724,-0.6581199915960025,0.8020103030365597,11,20.91776937144615
2015-start,2015-01-02,2026-05-28,200,5,7,0.2953805456290812,-0.6581199915960028,0.7810413565776185,11,19.11508272326572
2015-start,2015-01-02,2026-05-28,200,5,8,0.26881675611267397,-0.6581199915960025,0.7343889446917081,11,15.09350088482314
2015-start,2015-01-02,2026-05-28,200,6,0,0.3538192251636749,-0.5320982412840862,0.9102700036619913,17,31.611546855512618
2015-start,2015-01-02,2026-05-28,200,6,1,0.33007759114319835,-0.532098241284086,0.8629920403781444,15,25.837376098250626
2015-start,2015-01-02,2026-05-28,200,6,2,0.3250847184307979,-0.532098241284086,0.8540156846819851,15,24.752995414668632
2015-start,2015-01-02,2026-05-28,200,6,3,0.319120349714485,-0.6581199915960025,0.835078284989763,13,23.512119894874235
2015-start,2015-01-02,2026-05-28,200,6,4,0.2963429784200877,-0.6581199915960023,0.7954348957304773,13,19.277618259653316
2015-start,2015-01-02,2026-05-28,200,6,5,0.2648409176155597,-0.6581199915960027,0.7371985228458118,13,14.56301305707475
2015-start,2015-01-02,2026-05-28,200,6,6,0.2950948966766478,-0.6581199915960025,0.7850992620124865,11,19.06708352430847
2015-start,2015-01-02,2026-05-28,200,6,7,0.2848974096022181,-0.6581199915960025,0.7643794894974699,11,17.4238883882186
2015-start,2015-01-02,2026-05-28,200,6,8,0.2585485930679421,-0.6581199915960025,0.7179979480816894,11,13.758113350173671
2015-start,2015-01-02,2026-05-28,200,7,0,0.3260515264309003,-0.5516583177965695,0.8658278292610471,17,24.959672951211036
2015-start,2015-01-02,2026-05-28,200,7,1,0.30697706903537747,-0.5516583177965698,0.8259851358820419,15,21.15936270352904
2015-start,2015-01-02,2026-05-28,200,7,2,0.30207091153962495,-0.5516583177965698,0.8170134474045416,15,20.271315708920895
2015-start,2015-01-02,2026-05-28,200,7,3,0.29621013078863645,-0.6724118787238104,0.7988736518276532,13,19.255108215814126
2015-start,2015-01-02,2026-05-28,200,7,4,0.2738283523323175,-0.6724118787238105,0.7592342448974707,13,15.787288742675278
2015-start,2015-01-02,2026-05-28,200,7,5,0.24287341303175536,-0.6724118787238106,0.7014276625172979,13,11.92629136020276
2015-start,2015-01-02,2026-05-28,200,7,6,0.2741388847118009,-0.6724118787238105,0.7522556742914257,11,15.831220103386478
2015-start,2015-01-02,2026-05-28,200,7,7,0.2641064038169896,-0.6724118787238106,0.7318922910641913,11,14.466890637944813
2015-start,2015-01-02,2026-05-28,200,7,8,0.23818393913999292,-0.6724118787238105,0.6858122200284295,11,11.423232104493461
2015-start,2015-01-02,2026-05-28,200,8,0,0.354967057996596,-0.5220426867140324,0.930896539514444,13,31.918448964099866
2015-start,2015-01-02,2026-05-28,200,8,1,0.32225298205449326,-0.5546965927481374,0.867253702170639,13,24.156596764110407
2015-start,2015-01-02,2026-05-28,200,8,2,0.317289481521178,-0.5546965927481374,0.8578282321513996,13,23.1427574790193
2015-start,2015-01-02,2026-05-28,200,8,3,0.3157905483272023,-0.6507727375691075,0.844536395011784,11,22.844309682354357
2015-start,2015-01-02,2026-05-28,200,8,4,0.2958017568346474,-0.6507727375691077,0.8078190917463333,11,19.186062349553776
2015-start,2015-01-02,2026-05-28,200,8,5,0.27199780281236685,-0.6507727375691077,0.7603254203685337,11,15.530571134335583
2015-start,2015-01-02,2026-05-28,200,8,6,0.3082813167463698,-0.6507727375691075,0.8194838281264472,9,21.401337479687097
2015-start,2015-01-02,2026-05-28,200,8,7,0.3018619657725028,-0.6507727375691075,0.8041197882714926,9,20.23426137657384
2015-start,2015-01-02,2026-05-28,200,8,8,0.28625674788139355,-0.6507727375691074,0.7749189654753118,9,17.635196066842557
2015-start,2015-01-02,2026-05-28,225,0,0,0.3205018276817293,-0.5844446299192518,0.8342857020879159,59,23.794372738988567
2015-start,2015-01-02,2026-05-28,225,0,1,0.33223094016341537,-0.5596509312483495,0.8504235527875429,39,26.318288312913804
2015-start,2015-01-02,2026-05-28,225,0,2,0.29110588688653305,-0.6208708166726928,0.7768691560195014,33,18.408177301370326
2015-start,2015-01-02,2026-05-28,225,0,3,0.30916613838057483,-0.6208708166726928,0.8033389045944752,25,21.56693124404062
2015-start,2015-01-02,2026-05-28,225,0,4,0.2830235902522258,-0.6208708166726926,0.7587942983042039,23,17.13639102845615
2015-start,2015-01-02,2026-05-28,225,0,5,0.30713721106929315,-0.6588083318482023,0.7935924042124335,17,21.188938550505558
2015-start,2015-01-02,2026-05-28,225,0,6,0.30472726862114885,-0.6208708166726928,0.7875053156373054,15,20.747819827933824
2015-start,2015-01-02,2026-05-28,225,0,7,0.3088220813017162,-0.6388402913368046,0.7907936266625545,13,21.502402807878983
2015-start,2015-01-02,2026-05-28,225,0,8,0.273145442895502,-0.6577789325606284,0.7342964368578635,13,15.691067748279135
2015-start,2015-01-02,2026-05-28,225,1,0,0.32503955903814985,-0.6029753172530838,0.844834968100058,43,24.743379829074847
2015-start,2015-01-02,2026-05-28,225,1,1,0.3303587119114415,-0.5888299715135386,0.8502023151949262,33,25.899701092000708
2015-start,2015-01-02,2026-05-28,225,1,2,0.28783313093577667,-0.6276154339362762,0.7742314341004087,29,17.88316913371591
2015-start,2015-01-02,2026-05-28,225,1,3,0.2957353153336082,-0.6208708166726928,0.7836662196810826,23,19.174850134407656
2015-start,2015-01-02,2026-05-28,225,1,4,0.2817691802139217,-0.6254165154535245,0.7586272816446625,21,16.946354171939323
2015-start,2015-01-02,2026-05-28,225,1,5,0.3171187260981856,-0.6814168625108683,0.810600442502003,15,23.108580304885265
2015-start,2015-01-02,2026-05-28,225,1,6,0.32607110239703707,-0.6229493041591534,0.8222701097432779,13,24.9638739787879
2015-start,2015-01-02,2026-05-28,225,1,7,0.29738446327288126,-0.6563906555704653,0.7738409851997805,13,19.454923718717367
2015-start,2015-01-02,2026-05-28,225,1,8,0.2620195981538642,-0.6744089835821667,0.7174124103926958,13,14.19694946818409
2015-start,2015-01-02,2026-05-28,225,2,0,0.3300471927088735,-0.5965703415819814,0.8576071918889904,31,25.830644913238405
2015-start,2015-01-02,2026-05-28,225,2,1,0.29418047821282256,-0.6098859460050221,0.7936599375987489,29,18.914167085978818
2015-start,2015-01-02,2026-05-28,225,2,2,0.27299463874019514,-0.6208708166726926,0.7529131480945023,25,15.669891901341835
2015-start,2015-01-02,2026-05-28,225,2,3,0.27401765395172917,-0.6562193267601034,0.7505874169595301,21,15.814056199660858
2015-start,2015-01-02,2026-05-28,225,2,4,0.2429569993743259,-0.6682321386287464,0.6966689438014427,21,11.935438519149443
2015-start,2015-01-02,2026-05-28,225,2,5,0.2898455897899457,-0.7178315367489209,0.7689082445952808,15,18.204360970432994
2015-start,2015-01-02,2026-05-28,225,2,6,0.30125948225433663,-0.6582041473672945,0.7849434884684339,13,20.127762953765853
2015-start,2015-01-02,2026-05-28,225,2,7,0.2731095880994612,-0.6885186789273787,0.7369853968829666,13,15.686030670827568
2015-start,2015-01-02,2026-05-28,225,2,8,0.23840642173712823,-0.7048522644470696,0.6807734608195524,13,11.446654225422286
2015-start,2015-01-02,2026-05-28,225,3,0,0.36766425606696984,-0.5479920444226352,0.9237647370330816,23,35.499489437555944
2015-start,2015-01-02,2026-05-28,225,3,1,0.32652520543207064,-0.5479920444226352,0.8516798796114026,23,25.061506294759436
2015-start,2015-01-02,2026-05-28,225,3,2,0.3151828356479045,-0.6208708166726927,0.8254747865569106,19,22.724313549414962
2015-start,2015-01-02,2026-05-28,225,3,3,0.32976507259951204,-0.6208708166726928,0.8449557690356803,15,25.768250780515572
2015-start,2015-01-02,2026-05-28,225,3,4,0.3082830074972065,-0.6208708166726928,0.8073645808077563,15,21.401652793359002
2015-start,2015-01-02,2026-05-28,225,3,5,0.343543557669876,-0.6208708166726928,0.8571096848130235,11,28.981618110803822
2015-start,2015-01-02,2026-05-28,225,3,6,0.32629043266564417,-0.6208708166726928,0.8253208121461256,11,25.01098665878037
2015-start,2015-01-02,2026-05-28,225,3,7,0.29909278791960037,-0.6208708166726928,0.7786555403900141,11,19.748978057265987
2015-start,2015-01-02,2026-05-28,225,3,8,0.2696659784738491,-0.6208708166726926,0.7317080973999199,11,15.209070881952057
2015-start,2015-01-02,2026-05-28,225,4,0,0.3791088426032958,-0.532098241284086,0.9477072597615508,17,39.03738531172372
2015-start,2015-01-02,2026-05-28,225,4,1,0.34573175536368494,-0.5320982412840858,0.8893692884765639,17,29.524317528281696
2015-start,2015-01-02,2026-05-28,225,4,2,0.3225411328850125,-0.6581199915960025,0.8414704698536503,15,24.216680065547937
2015-start,2015-01-02,2026-05-28,225,4,3,0.33151286594364393,-0.6581199915960027,0.8528311014169035,13,26.157019267802614
2015-start,2015-01-02,2026-05-28,225,4,4,0.3100025656205643,-0.6581199915960025,0.814545859454354,13,21.724541927464
2015-start,2015-01-02,2026-05-28,225,4,5,0.3224072700795,-0.6581199915960025,0.8294322308860507,11,24.188750945141475
2015-start,2015-01-02,2026-05-28,225,4,6,0.30542556687610145,-0.6581199915960027,0.7974345158569244,11,20.874767063332527
2015-start,2015-01-02,2026-05-28,225,4,7,0.2786557886014147,-0.6581199915960024,0.7504079227418667,11,16.48296895714706
2015-start,2015-01-02,2026-05-28,225,4,8,0.24969191428252335,-0.6581199915960023,0.7029488888066803,11,12.6938539547382
2015-start,2015-01-02,2026-05-28,225,5,0,0.39142703112547683,-0.5320982412840862,0.9705865120974807,15,43.20240138721424
2015-start,2015-01-02,2026-05-28,225,5,1,0.3661259716496956,-0.5320982412840862,0.9270234116345664,15,35.046945128202054
2015-start,2015-01-02,2026-05-28,225,5,2,0.32189489648313163,-0.6581199915960027,0.8444659031880611,15,24.082120653580777
2015-start,2015-01-02,2026-05-28,225,5,3,0.33086224566261824,-0.6581199915960024,0.8558448511794619,13,26.0116784067943
2015-start,2015-01-02,2026-05-28,225,5,4,0.30936245596846157,-0.6581199915960024,0.8170420026461138,13,21.603830022318178
2015-start,2015-01-02,2026-05-28,225,5,5,0.32520833484131817,-0.6581199915960025,0.8373730899042644,11,24.77933393894054
2015-start,2015-01-02,2026-05-28,225,5,6,0.30819066174308274,-0.6581199915960024,0.804814530377802,11,21.38443713497405
2015-start,2015-01-02,2026-05-28,225,5,7,0.2813641809045906,-0.6581199915960025,0.7570993223189635,11,16.885410620029482
2015-start,2015-01-02,2026-05-28,225,5,8,0.2523389565844134,-0.6581199915960027,0.7091140453558775,11,13.0037820815953
2015-start,2015-01-02,2026-05-28,225,6,0,0.36193732475468954,-0.5320982412840862,0.9234448866640403,15,33.84124155816849
2015-start,2015-01-02,2026-05-28,225,6,1,0.33717249233079105,-0.5320982412840862,0.8799876173515104,15,27.452921547790776
2015-start,2015-01-02,2026-05-28,225,6,2,0.2938788442731939,-0.6581199915960028,0.7983919968468074,15,18.86397135581393
2015-start,2015-01-02,2026-05-28,225,6,3,0.3083007090751084,-0.6581199915960025,0.8193701356232002,13,21.404954273185385
2015-start,2015-01-02,2026-05-28,225,6,4,0.28716539609023495,-0.6581199915960025,0.7808747204967199,13,17.777745308146024
2015-start,2015-01-02,2026-05-28,225,6,5,0.30877900018200677,-0.6581199915960025,0.8113615793070683,11,21.494335297705046
2015-start,2015-01-02,2026-05-28,225,6,6,0.29197230451207457,-0.6581199915960025,0.7791754356542044,11,18.54950028376228
2015-start,2015-01-02,2026-05-28,225,6,7,0.26547840627198727,-0.6581199915960025,0.7318445795480022,11,14.646910138935672
2015-start,2015-01-02,2026-05-28,225,6,8,0.23681302357925826,-0.6581199915960027,0.6839883180921087,11,11.27986946254641
2015-start,2015-01-02,2026-05-28,225,7,0,0.343388202624632,-0.532098241284086,0.8946802381092355,15,28.943436380141073
2015-start,2015-01-02,2026-05-28,225,7,1,0.3189606587769491,-0.532098241284086,0.8511230436539696,15,23.479690805720256
2015-start,2015-01-02,2026-05-28,225,7,2,0.27625665544872313,-0.6581199915960028,0.7697821550209755,15,16.13380980350033
2015-start,2015-01-02,2026-05-28,225,7,3,0.29178830699679703,-0.6581199915960025,0.7932877861348091,13,18.519405595141578
2015-start,2015-01-02,2026-05-28,225,7,4,0.2709197482708168,-0.6581199915960025,0.7548587138623464,13,15.38117165431763
2015-start,2015-01-02,2026-05-28,225,7,5,0.2969078778281178,-0.6581199915960027,0.7933585965727932,11,19.37360460112005
2015-start,2015-01-02,2026-05-28,225,7,6,0.2802536252678598,-0.6581199915960025,0.7612874670019182,11,16.71932065209521
2015-start,2015-01-02,2026-05-28,225,7,7,0.2540000367420898,-0.6581199915960028,0.7140394141350208,11,13.201778130360452
2015-start,2015-01-02,2026-05-28,225,7,8,0.22559465995197625,-0.6581199915960025,0.6661144405391216,11,10.166945285484424
2015-start,2015-01-02,2026-05-28,225,8,0,0.3401864982435434,-0.5516583177965695,0.8940580715521902,13,28.166698211688836
2015-start,2015-01-02,2026-05-28,225,8,1,0.32742373372411904,-0.5731539235076764,0.8709524572140411,13,25.25571747190955
2015-start,2015-01-02,2026-05-28,225,8,2,0.2844457213279916,-0.6881179916508708,0.787820589438541,13,17.354186880666255
2015-start,2015-01-02,2026-05-28,225,8,3,0.30315022988971907,-0.6724118787238106,0.8165165714088263,11,20.463709142021
2015-start,2015-01-02,2026-05-28,225,8,4,0.28480603055780307,-0.6724118787238106,0.7819450741685103,11,17.409766813523042
2015-start,2015-01-02,2026-05-28,225,8,5,0.31904732181393425,-0.6724118787238106,0.8341801856209267,9,23.497284754695553
2015-start,2015-01-02,2026-05-28,225,8,6,0.3060030786693857,-0.6724118787238105,0.8079501751706828,9,20.98029081508799
2015-start,2015-01-02,2026-05-28,225,8,7,0.29034822189891285,-0.6724118787238104,0.7790330221667603,9,18.285398966517732
2015-start,2015-01-02,2026-05-28,225,8,8,0.26111949274455304,-0.6759631959550435,0.7294313383310567,9,14.081940249268794
2015-start,2015-01-02,2026-05-28,250,0,0,0.33137189276178014,-0.6235254150566647,0.8506062179999034,55,26.12546480521605
2015-start,2015-01-02,2026-05-28,250,0,1,0.29486776876336385,-0.6718801147127207,0.7862225602028394,39,19.028996446816826
2015-start,2015-01-02,2026-05-28,250,0,2,0.30470796973623804,-0.650043872574674,0.7983516608295186,33,20.74432140721769
2015-start,2015-01-02,2026-05-28,250,0,3,0.3148923614860779,-0.6438728998313515,0.8081772058080133,21,22.667161224317333
2015-start,2015-01-02,2026-05-28,250,0,4,0.3025862151041463,-0.6907102986057261,0.787758110640754,19,20.362964115287582
2015-start,2015-01-02,2026-05-28,250,0,5,0.3302053117683865,-0.6407464099555917,0.8284414761122321,15,25.865675016733835
2015-start,2015-01-02,2026-05-28,250,0,6,0.3063348902146774,-0.6726093018239072,0.7904513806552667,15,21.041139774964254
2015-start,2015-01-02,2026-05-28,250,0,7,0.2917878396313285,-0.6897771497982126,0.7636645862535788,13,18.51932920945356
2015-start,2015-01-02,2026-05-28,250,0,8,0.27583159858660333,-0.7144531351500918,0.7387781313250766,13,16.072657276433503
2015-start,2015-01-02,2026-05-28,250,1,0,0.29538503358974877,-0.6092369579321473,0.7949643254244113,43,19.11583773929901
2015-start,2015-01-02,2026-05-28,250,1,1,0.2596139941214235,-0.6718801147127206,0.7304306874462511,35,13.89147630190309
2015-start,2015-01-02,2026-05-28,250,1,2,0.2629910012022163,-0.6208708166726928,0.7333274934128031,31,14.322029494023118
2015-start,2015-01-02,2026-05-28,250,1,3,0.2815023469532283,-0.6438728998313521,0.7572174124448572,21,16.906179085741364
2015-start,2015-01-02,2026-05-28,250,1,4,0.27425962461273135,-0.6907102986057256,0.7444409779967737,19,15.848331401264222
2015-start,2015-01-02,2026-05-28,250,1,5,0.3033969854625649,-0.6407464099555915,0.7887499429285479,15,20.507927745000963
2015-start,2015-01-02,2026-05-28,250,1,6,0.28000763705178233,-0.672609301823907,0.750801765791104,15,16.682733928199006
2015-start,2015-01-02,2026-05-28,250,1,7,0.26575376081932056,-0.6897771497982126,0.7245709070970391,13,14.68328450997899
2015-start,2015-01-02,2026-05-28,250,1,8,0.25011909428099544,-0.7144531351500919,0.699660891046418,13,12.743409707344478
2015-start,2015-01-02,2026-05-28,250,2,0,0.3002465624709245,-0.6428032456364903,0.8061912309087954,35,19.94986543368798
2015-start,2015-01-02,2026-05-28,250,2,1,0.2515230226679743,-0.6718801147127207,0.7184453767829774,31,12.907520639758602
2015-start,2015-01-02,2026-05-28,250,2,2,0.23998327630182503,-0.6377866633724827,0.6958565593143525,29,11.613919229653336
2015-start,2015-01-02,2026-05-28,250,2,3,0.2819661368907531,-0.6674711034674009,0.7594570552740619,19,16.976064313112783
2015-start,2015-01-02,2026-05-28,250,2,4,0.2747207933285707,-0.7112048954858246,0.7465697287513625,17,15.913843793970933
2015-start,2015-01-02,2026-05-28,250,2,5,0.312248816784086,-0.6582041473672953,0.8040156712309126,13,22.153024657701547
2015-start,2015-01-02,2026-05-28,250,2,6,0.2977207246531379,-0.688518678927379,0.7804325579913245,13,19.51248676307558
2015-start,2015-01-02,2026-05-28,250,2,7,0.25158086127676027,-0.7048522644470696,0.7025954135196589,13,12.914322797420988
2015-start,2015-01-02,2026-05-28,250,2,8,0.23612125924551952,-0.7283291333959789,0.6776958389548331,13,11.208153488314391
2015-start,2015-01-02,2026-05-28,250,3,0,0.3011940315913253,-0.5600546598368826,0.8121611907838556,29,20.116224368663385
2015-start,2015-01-02,2026-05-28,250,3,1,0.2530250765946451,-0.6718801147127207,0.7238715742974509,27,13.085234889124381
2015-start,2015-01-02,2026-05-28,250,3,2,0.2414714804462479,-0.6208708166726928,0.7008748669231115,25,11.77382282351122
2015-start,2015-01-02,2026-05-28,250,3,3,0.2844081841506496,-0.6208708166726926,0.7654434284333674,17,17.34840585866891
2015-start,2015-01-02,2026-05-28,250,3,4,0.29138830557647744,-0.6328795740640629,0.7749146755732577,15,18.454134857473747
2015-start,2015-01-02,2026-05-28,250,3,5,0.33407752937652124,-0.6208708166726926,0.8396607186112531,11,26.73717985789617
2015-start,2015-01-02,2026-05-28,250,3,6,0.3208264977162316,-0.6208708166726926,0.818153894321613,11,23.86115379848131
2015-start,2015-01-02,2026-05-28,250,3,7,0.27989797030365815,-0.6208708166726926,0.7489781787111491,11,16.666446345287085
2015-start,2015-01-02,2026-05-28,250,3,8,0.27331242408715606,-0.6208708166726928,0.7384673891433199,11,15.714545621709497
2015-start,2015-01-02,2026-05-28,250,4,0,0.3680752828045484,-0.5923368091564424,0.931224361905525,17,35.621307592258155
2015-start,2015-01-02,2026-05-28,250,4,1,0.3224495707246269,-0.7041176620722194,0.8495646468500792,17,24.197573369521045
2015-start,2015-01-02,2026-05-28,250,4,2,0.3207248866452421,-0.6581199915960025,0.84205067990238,15,23.840235157842745
2015-start,2015-01-02,2026-05-28,250,4,3,0.35431691940805154,-0.6581199915960027,0.8899508866057542,11,31.744285871523623
2015-start,2015-01-02,2026-05-28,250,4,4,0.3363937328630011,-0.6581199915960027,0.8570707001527886,11,27.271198466419946
2015-start,2015-01-02,2026-05-28,250,4,5,0.3231779486375017,-0.6581199915960025,0.8310307237596751,11,24.349948544039126
2015-start,2015-01-02,2026-05-28,250,4,6,0.3100351795678611,-0.6581199915960025,0.8089712965492103,11,21.73070870908757
2015-start,2015-01-02,2026-05-28,250,4,7,0.26944104335762686,-0.6581199915960025,0.7380028213407528,11,15.178381305606463
2015-start,2015-01-02,2026-05-28,250,4,8,0.2629093018796933,-0.6581199915960023,0.7272468899938247,11,14.311471116823038
2015-start,2015-01-02,2026-05-28,250,5,0,0.3722825013745059,-0.532098241284086,0.9405544193269022,15,36.89033809181778
2015-start,2015-01-02,2026-05-28,250,5,1,0.36433555354063474,-0.5320982412840862,0.9269646874301519,15,34.52685739639475
2015-start,2015-01-02,2026-05-28,250,5,2,0.3088678516533574,-0.6581199915960028,0.8228204105201309,15,21.510976938689677
2015-start,2015-01-02,2026-05-28,250,5,3,0.34215830616020626,-0.6581199915960025,0.8710802693846853,11,28.64277960332431
2015-start,2015-01-02,2026-05-28,250,5,4,0.32439602810728774,-0.6581199915960025,0.838356984126509,11,24.606725454576807
2015-start,2015-01-02,2026-05-28,250,5,5,0.31129889085936213,-0.6581199915960023,0.8125319984952765,11,21.97088988934709
2015-start,2015-01-02,2026-05-28,250,5,6,0.29827411326116615,-0.6581199915960025,0.7905096397296566,11,19.607557174149207
2015-start,2015-01-02,2026-05-28,250,5,7,0.258044417895787,-0.6581199915960025,0.7198561158871374,11,13.695410639610575
2015-start,2015-01-02,2026-05-28,250,5,8,0.25157131625120943,-0.6581199915960025,0.709105942420273,11,12.913200021495074
2015-start,2015-01-02,2026-05-28,250,6,0,0.34889257393301487,-0.532098241284086,0.9027514699483956,15,30.324617079262776
2015-start,2015-01-02,2026-05-28,250,6,1,0.34108107818938693,-0.532098241284086,0.8891658242340755,15,28.381787309458378
2015-start,2015-01-02,2026-05-28,250,6,2,0.28655879790530636,-0.6581199915960025,0.785920939969644,15,17.682465718884085
2015-start,2015-01-02,2026-05-28,250,6,3,0.3272834960625186,-0.6581199915960025,0.8476670822444784,11,25.225315853108608
2015-start,2015-01-02,2026-05-28,250,6,4,0.309718072964583,-0.6581199915960025,0.8151439738636985,11,21.670816530333713
2015-start,2015-01-02,2026-05-28,250,6,5,0.29676608806455285,-0.6581199915960025,0.7895909252172572,11,19.349471130529743
2015-start,2015-01-02,2026-05-28,250,6,6,0.28388566087006706,-0.6581199915960025,0.767617261357541,11,17.26811537412354
2015-start,2015-01-02,2026-05-28,250,6,7,0.24410182131476765,-0.6581199915960025,0.6973647440908353,11,12.0613663864559
2015-start,2015-01-02,2026-05-28,250,6,8,0.2377004594621832,-0.6581199915960028,0.6866228197624339,11,11.372483876487156
2015-start,2015-01-02,2026-05-28,250,7,0,0.3659343269510378,-0.532098241284086,0.9331986968702997,13,34.9909358556483
2015-start,2015-01-02,2026-05-28,250,7,1,0.35802414167220387,-0.532098241284086,0.919521919827022,13,32.749145574307605
2015-start,2015-01-02,2026-05-28,250,7,2,0.3028130331948813,-0.6604952053880389,0.8147928535508546,13,20.40342412641003
