sma,buy,sell,score,avg_cagr,median_cagr,p25_cagr,win_rate_cagr_gt_30,avg_sharpe,avg_dd,worst_dd
125,7,6,0.39004068444862683,0.3459711378495103,0.35291726879653007,0.29952056677022765,0.74,0.9191699832986278,-0.4580158636498086,-0.5157262142629948
175,0,0,0.38972494912345823,0.35212072268435596,0.37134386314876333,0.2999714902154067,0.74,0.9128592748443316,-0.4870535894941553,-0.5479920444226354
150,7,3,0.3894135142599864,0.33793862175288664,0.34822146370590756,0.2957399315787772,0.74,0.9153973425624465,-0.4317385534684477,-0.49627090604640467
150,3,2,0.38905577810186737,0.35535259578739903,0.37251886535372614,0.2981996376187359,0.73,0.9155329320995358,-0.4963189402518916,-0.5320982412840864
175,8,2,0.3877442595186586,0.3300666929997654,0.3465078778493451,0.29947511122136916,0.73,0.9080424183134959,-0.4453977811971476,-0.522042686714033
175,0,1,0.3862215549832138,0.3576322033454039,0.37193220228097634,0.2966064616763211,0.72,0.9180694550237547,-0.49339607875904884,-0.5479920444226354
125,1,3,0.38592848888516285,0.35417616527761836,0.3774339058640319,0.29550863601252075,0.73,0.9034974974529423,-0.5013492768773101,-0.5379990075072725
100,7,8,0.38575046048189343,0.343110922187205,0.3454578585638557,0.30123811609733653,0.75,0.9082352986866686,-0.46930380384367837,-0.5274027354648467
175,7,3,0.38570887905661955,0.3349697774214999,0.35410263532200803,0.2998782859754143,0.74,0.9108999378592952,-0.4650957710882018,-0.5516583177965697
200,4,0,0.3849423823527294,0.3357283761756157,0.35948311694411705,0.2951746423409338,0.71,0.9064289476447168,-0.46129868834845117,-0.5320982412840864
125,2,5,0.3845539303957365,0.3499435110840321,0.3581192844866514,0.311649615627988,0.77,0.8909054626691767,-0.544925818338228,-0.5831877361552623
150,1,2,0.3843205042244743,0.35015478940064954,0.37298067039649685,0.29425951019746033,0.73,0.9028626884190523,-0.49584526297396275,-0.5320982412840864
150,4,3,0.38386204119023687,0.35887951397743384,0.3821148860305643,0.2878692318514533,0.73,0.9209129240446526,-0.48003200151741887,-0.5381659451339587
175,1,0,0.3837586299510241,0.34328794368700594,0.3594875553500019,0.2979018771076849,0.74,0.9023658711556234,-0.4779496398278976,-0.5479920444226354
175,7,1,0.3803051251604821,0.33173052479897325,0.3451764356826885,0.29629853327411526,0.72,0.9151452963778546,-0.45709127110954656,-0.5516583177965697
150,4,2,0.37969963705874216,0.35064642838230603,0.3716766976416661,0.2878692318514533,0.71,0.9143222888112471,-0.4849366495315453,-0.5320982412840863
