sma,buy,sell,avg_rank_pct,median_rank_pct,top_10_rate,top_25_rate,avg_cagr,median_cagr,p25_cagr,avg_dd,worst_dd,beat_200_5_3_rate,score
225,1,8,0.5652754337851379,0.6183745583038869,0.06716417910447761,0.1791044776119403,0.3024466429516983,0.2955242377879652,0.22637982190675743,-0.6082479184648465,-0.6744089835821665,0.3656716417910448,-0.6842682551651098
200,8,6,0.562875771320078,0.6342756183745583,0.03917910447761194,0.16417910447761194,0.2971411826731272,0.29155126472350634,0.24369983525314698,-0.5492272704424442,-0.6507727375691075,0.1958955223880597,-0.6845546461811263
150,4,8,0.5727974526659986,0.5830388692579506,0.03171641791044776,0.1044776119402985,0.308052773802639,0.2955643222372011,0.24737752819727543,-0.6009864747397682,-0.6581199915960025,0.22201492537313433,-0.6876660555039896
100,2,3,0.5728370075417963,0.5565371024734982,0.014925373134328358,0.11380597014925373,0.28785704001302265,0.28750633337710596,0.2088873864451395,-0.5146305741791947,-0.540505454168267,0.20708955223880596,-0.687739575264568
100,4,8,0.5669367385686409,0.6201413427561837,0.03917910447761194,0.1828358208955224,0.315910740310466,0.3078522575997644,0.24036225955237045,-0.625725772218614,-0.6837516551869383,0.3843283582089552,-0.688175798062917
250,4,1,0.5745873107958441,0.6130742049469965,0.026119402985074626,0.20522388059701493,0.2981979803250135,0.29992734503072493,0.22861105298062379,-0.575743450832159,-0.7041176620722195,0.27611940298507465,-0.6946824185067116
250,4,4,0.5701802383840514,0.5600706713780919,0.0018656716417910447,0.020522388059701493,0.30265782145961234,0.3043066732186446,0.22652584195619863,-0.5837667223581627,-0.6581199915960025,0.22014925373134328,-0.6971329432183158
225,2,8,0.5882403354253467,0.5918727915194346,0.07649253731343283,0.1865671641791045,0.29253782638921716,0.28108621470389483,0.22193596493117984,-0.6091801326234925,-0.7048522644470698,0.39365671641791045,-0.6986934550417322
225,4,8,0.5788163862665471,0.6448763250883393,0.07462686567164178,0.1958955223880597,0.29766162218499903,0.2916136362335784,0.23431743430269125,-0.5859530584353267,-0.6581199915960025,0.2667910447761194,-0.6991189897933032
150,6,6,0.584983650651337,0.598939929328622,0.05970149253731343,0.07835820895522388,0.30131255065752516,0.29325965002891063,0.2415842863787696,-0.5776893364237422,-0.6507727375691075,0.08022388059701492,-0.7010769177919721
225,6,7,0.5788295712251463,0.6554770318021201,0.07462686567164178,0.16044776119402984,0.29612489425770105,0.2874745096463558,0.23554197852885084,-0.5610522179715699,-0.6581199915960025,0.24253731343283583,-0.7040893926836809
250,4,8,0.5811863825747587,0.6342756183745583,0.055970149253731345,0.17537313432835822,0.29846758147183544,0.2915863203214242,0.23087372654692406,-0.5829605113550468,-0.6581199915960023,0.2332089552238806,-0.705405297055453
250,5,7,0.5842848478455778,0.6378091872791519,0.061567164179104475,0.15485074626865672,0.2970839261912691,0.29153953156084556,0.2301552829654625,-0.5825352153601631,-0.6581199915960024,0.21828358208955223,-0.7106094404856167
200,4,4,0.5828410948789621,0.5618374558303887,0.0,0.013059701492537313,0.2986273201410244,0.3019891960235854,0.22857588807349605,-0.5825703162136301,-0.6581199915960025,0.10261194029850747,-0.7111353256624459
225,1,3,0.5847199514793523,0.5441696113074205,0.0,0.0037313432835820895,0.2966670703090089,0.29570658753976775,0.22023093767990742,-0.5827174271752684,-0.6208708166726926,0.23134328358208955,-0.7116411075071855
125,2,1,0.5825905806655767,0.588339222614841,0.016791044776119403,0.06716417910447761,0.2809553978230686,0.27524940748044213,0.20949153128839604,-0.4982395102142072,-0.532098241284086,0.18097014925373134,-0.7128096334247093
175,4,7,0.5822016243868994,0.5954063604240283,0.0037313432835820895,0.06902985074626866,0.3088008018876812,0.2984679161568795,0.24687844092425104,-0.6144626009327386,-0.6581199915960027,0.2332089552238806,-0.713026647986041
200,0,7,0.579828331839038,0.5918727915194346,0.009328358208955223,0.06716417910447761,0.3028890878116263,0.2935189592763887,0.22841896727057898,-0.5944839144170281,-0.6358685629360621,0.22388059701492538,-0.7134092104136953
100,8,4,0.592396893623754,0.607773851590106,0.05783582089552239,0.19962686567164178,0.26242766027603665,0.265142900660148,0.18233800094946884,-0.468312094960435,-0.5554240304371302,0.23507462686567165,-0.7139375739539535
200,7,3,0.5879898212119614,0.5706713780918727,0.0,0.0037313432835820895,0.297327986498698,0.2907176043604971,0.24179745840185052,-0.5659774005128138,-0.6724118787238105,0.0,-0.7157126581723179
250,8,1,0.5897203470281104,0.5636042402826855,0.0018656716417910447,0.03917910447761194,0.28213095089439805,0.28679408626563974,0.2098492170250157,-0.49952696848750133,-0.5460604000656888,0.041044776119402986,-0.71608386071899
200,5,8,0.5834673804124255,0.6908127208480566,0.0914179104477612,0.1791044776119403,0.2955050064583041,0.28750479769510373,0.2338906397346232,-0.5675131841874794,-0.6581199915960028,0.2891791044776119,-0.7162507821934753
200,8,7,0.5876041611729339,0.6625441696113075,0.03917910447761194,0.1623134328358209,0.29212180668094884,0.28548625973276764,0.23920096233317856,-0.5505288841159157,-0.6507727375691075,0.19402985074626866,-0.7219781137689704
225,8,2,0.5990684826749645,0.6837455830388692,0.08955223880597014,0.21082089552238806,0.28584484750540934,0.2866632642850737,0.23465079465632055,-0.5424415764936628,-0.6881179916508712,0.1417910447761194,-0.7240261773617306
125,4,7,0.580411766257054,0.6554770318021201,0.03171641791044776,0.12126865671641791,0.3036457718130557,0.2977629934584687,0.2322320387735084,-0.6074511590144559,-0.6724118787238105,0.3246268656716418,-0.7245722105504897
100,6,7,0.5857912293655397,0.6431095406360424,0.007462686567164179,0.18470149253731344,0.3016586472318082,0.29319646399766475,0.22865694335910947,-0.5876650261366206,-0.674706835664177,0.29850746268656714,-0.7253008505309562
225,7,4,0.5850429829650335,0.6219081272084805,0.0,0.06529850746268656,0.29888036969346626,0.29381531051449894,0.23948460270915906,-0.5723303659370271,-0.6581199915960025,0.05783582089552239,-0.7255221058100553
125,3,7,0.5864636622541006,0.6448763250883393,0.03544776119402985,0.09701492537313433,0.30900625673432064,0.3005802643532738,0.24050112333247142,-0.6231780801921013,-0.6642628580374239,0.31716417910447764,-0.7266623183990525
200,4,6,0.5919123463952323,0.6130742049469965,0.018656716417910446,0.033582089552238806,0.301504928222739,0.295511597891736,0.24138480523033534,-0.5933948550704783,-0.6581199915960029,0.13246268656716417,-0.7289939940596497
175,8,8,0.6007858235325141,0.6943462897526502,0.07835820895522388,0.22014925373134328,0.2899212534205872,0.2801613070971942,0.23637960938531988,-0.557023827976813,-0.6507727375691075,0.2593283582089552,-0.7331478707822414
225,5,8,0.5981092769368704,0.6590106007067138,0.05223880597014925,0.15298507462686567,0.29665213594394046,0.28740340736117287,0.23535842977127164,-0.5831246762472025,-0.6581199915960025,0.24813432835820895,-0.7332312843295956
200,5,5,0.5959766098834449,0.6289752650176679,0.027985074626865673,0.05970149253731343,0.29839726224108387,0.2918474982774235,0.2386066590110174,-0.5814591838329813,-0.6581199915960025,0.11007462686567164,-0.7340079977170095
150,5,7,0.5976214334686989,0.6219081272084805,0.016791044776119403,0.061567164179104475,0.3029817320537674,0.2944852187241427,0.24562327514557114,-0.6031127762607468,-0.6724118787238106,0.1623134328358209,-0.7351051488962302
150,6,5,0.59965850957228,0.598939929328622,0.0037313432835820895,0.03917910447761194,0.293955577246881,0.28422930964786963,0.23631750339599122,-0.560809742224119,-0.6507727375691076,0.033582089552238806,-0.7351721901552754
100,5,8,0.5944735246031327,0.6625441696113075,0.03544776119402985,0.18097014925373134,0.3012557687416843,0.29263482685957865,0.22618635288437416,-0.5940618571227989,-0.6782485424139517,0.27798507462686567,-0.7357507669170219
225,6,3,0.5959535362058963,0.6166077738515902,0.0,0.055970149253731345,0.2943866173257335,0.29041084727350275,0.22783890604454937,-0.5634927477217174,-0.6581199915960025,0.016791044776119403,-0.7392132726941338
200,2,2,0.6074673013026739,0.6696113074204947,0.08582089552238806,0.12686567164179105,0.29810408555950657,0.2856447459573981,0.2347880718008899,-0.5892309688179154,-0.7041176620722194,0.14738805970149255,-0.7415900277129411
225,8,6,0.6012044459680397,0.676678445229682,0.033582089552238806,0.14365671641791045,0.2930456036857444,0.28623819640356607,0.23918280211732834,-0.5636884629228953,-0.6724118787238106,0.19402985074626866,-0.7449998438592673
175,4,5,0.6005353093191287,0.6219081272084805,0.0037313432835820895,0.08582089552238806,0.2999307158784975,0.3017594238767265,0.2225158584481146,-0.6071099350241973,-0.6581199915960027,0.30783582089552236,-0.7462547579330332
250,7,3,0.5997244343652761,0.6236749116607774,0.0018656716417910447,0.024253731343283583,0.29672092915353865,0.29418603486890893,0.2321017728703083,-0.5741448731142754,-0.6581199915960027,0.054104477611940295,-0.7471698239782554
225,6,5,0.6022361689784295,0.6395759717314488,0.016791044776119403,0.03917910447761194,0.2969336763453219,0.2907906589124667,0.2366800041451158,-0.577137590563693,-0.6581199915960024,0.09888059701492537,-0.7492292462113542
225,4,5,0.6022065028215812,0.6130742049469965,0.0,0.0037313432835820895,0.29882640232818763,0.2960069987309377,0.23264317974112214,-0.5909709128086361,-0.6581199915960025,0.10820895522388059,-0.7496802687865018
200,3,7,0.6033832603765624,0.627208480565371,0.0018656716417910447,0.03171641791044776,0.3055933856327602,0.29698823427578813,0.24323790759910957,-0.6146837376507044,-0.6581199915960028,0.16417910447761194,-0.7510550398369636
225,1,4,0.6038150677706872,0.6095406360424028,0.014925373134328358,0.029850746268656716,0.29583043425763184,0.28892692736139636,0.21453474976957598,-0.5945662386858452,-0.6607286287267853,0.23507462686567165,-0.7514682948201039
200,5,4,0.6069497916776541,0.6130742049469965,0.0,0.009328358208955223,0.29504253603283886,0.2885018117882596,0.23456909066972798,-0.5718444301843446,-0.6581199915960025,0.0,-0.7524029171039981
250,0,6,0.6063498760613891,0.6378091872791519,0.033582089552238806,0.08395522388059702,0.2972882377768893,0.28938666881747843,0.2208287856235458,-0.6086969427915243,-0.6726093018239072,0.2537313432835821,-0.7529636658212624
100,1,2,0.607757370391857,0.6148409893992933,0.0,0.0037313432835820895,0.27838425065485134,0.27675723370330574,0.22284452642727226,-0.5028810198315988,-0.5374777592664404,0.11007462686567164,-0.7533575150313703
200,4,5,0.6032678919888191,0.6236749116607774,0.0,0.014925373134328358,0.29856274410245576,0.29480319923355247,0.23274974997166953,-0.5906400079486732,-0.6581199915960024,0.1044776119402985,-0.7534426821764085
225,5,5,0.6077474816729076,0.6113074204946997,0.0018656716417910447,0.048507462686567165,0.2956441916934004,0.2957668678992842,0.21919324802898577,-0.5861044196917746,-0.6581199915960025,0.11940298507462686,-0.7539156896410878
200,6,8,0.6038645113654343,0.7190812720848057,0.054104477611940295,0.16791044776119404,0.2914974188796526,0.2844881952181615,0.23098019903027112,-0.5688881331214465,-0.6581199915960027,0.23134328358208955,-0.7585983067848374
250,2,5,0.6076782606402616,0.6113074204946997,0.0,0.04664179104477612,0.2951085115070942,0.29790084050055454,0.2129964680751728,-0.6188603069495002,-0.6992864817787894,0.27611940298507465,-0.7596238195024854
